n_hidden,width,cost
1,50,2.7891539744473448e-8
1,50,2.30205952078677e-8
1,50,1.400531424167184e-8
1,50,2.806448037517839e-6
1,50,2.0016213397866522e-7
1,50,1.946759539350751e-6
1,50,1.1124722732347436e-5
1,50,1.7223564796609026e-8
1,50,5.365054676076397e-7
1,50,1.3140986254711606e-7
1,50,1.7670474505848688e-7
1,50,8.997230906970799e-7
1,50,4.526697466644691e-6
1,50,4.378016456030309e-7
1,50,1.8343577323776117e-7
1,50,2.3590055775457586e-7
1,50,2.103329777014551e-8
1,50,9.146733077614044e-7
1,50,2.822674787239521e-7
1,50,3.092997076237225e-7
1,75,2.5313727292086696e-7
1,75,1.3121966624396464e-8
1,75,1.1788229947740092e-8
1,75,9.814863588530898e-9
1,75,3.079912858083844e-7
1,75,5.925633761449944e-9
1,75,8.427307989222754e-7
1,75,5.069078383712622e-7
1,75,9.165748160455678e-9
1,75,4.548686831640225e-7
1,75,1.780317386568253e-11
1,75,6.447054801128616e-8
1,75,9.166233994051254e-9
1,75,3.563447990018176e-6
1,75,1.2684148978543697e-13
1,75,2.879364657815131e-8
1,75,4.963404798274951e-9
1,75,5.970802741117609e-10
1,75,2.659143376604334e-7
1,75,1.6354763374692993e-6
1,75,1.5885755898647785e-23
1,75,7.262081158643241e-9
1,75,1.1093652219074102e-8
1,75,7.74989850071961e-9
1,75,5.218199135015311e-7
1,75,4.86044837089139e-6
1,75,1.210930918205122e-6
1,75,4.840440048781147e-9
1,75,1.219116143147403e-6
1,75,1.2244550262607845e-8
1,75,1.502931290531251e-8
1,75,1.180153752500246e-9
1,75,3.6548717616824433e-6
1,75,1.3558443257011277e-8
1,75,3.5756390843744157e-6
1,75,2.8204386381958102e-8
1,75,8.24274515309753e-9
1,75,5.450163431675037e-9
1,75,3.882397834331641e-7
1,75,2.0737966011097342e-8
1,75,1.4376146495465036e-8
1,75,1.2056053932951727e-8
1,75,1.560453938509454e-6
1,75,7.704654336748717e-8
1,75,2.43296716107011e-9
1,75,1.2721488751310517e-8
1,75,1.4409225812528348e-8
1,75,9.923172683556913e-7
1,75,6.213246024344699e-7
1,75,1.3499532158789407e-8
1,100,9.364239161868682e-9
1,100,2.2217784945155472e-8
1,100,1.1835100939907878e-14
1,100,1.2593751819167665e-8
1,100,1.3662385001111943e-8
1,100,1.3320758718293746e-8
1,100,1.8106348420587892e-7
1,100,6.587446819139586e-7
1,100,1.1905626706720795e-8
1,100,2.5490891619739386e-9
1,100,1.0615958956350369e-7
1,100,2.225102058162065e-8
1,100,8.841109178092665e-9
1,100,6.96127166734074e-15
1,100,2.0442344705884352e-8
1,100,1.0398079730578047e-8
1,100,1.2559164375147702e-8
1,100,1.182087583373459e-8
1,100,1.0940671979486893e-11
1,100,1.6303281427099137e-6
1,100,1.0448795251249976e-7
1,100,7.34723704098883e-9
1,100,3.0006519864400616e-6
1,100,5.3694004170323786e-17
1,100,1.182736895088965e-7
1,100,1.7230558313485744e-8
1,100,3.221400091124593e-10
1,100,9.603230637367233e-7
1,100,1.0927043270214654e-8
1,100,1.2142404415271812e-8
1,100,2.2688305989504443e-7
1,100,9.861541911959648e-7
1,100,6.787103501437741e-8
1,100,1.0854290799500177e-8
1,100,1.2837046980962441e-8
1,100,8.453676869635274e-9
1,100,6.848739353415567e-9
1,100,1.4221032529349031e-7
1,100,1.2747420896630501e-8
1,100,9.378028131834526e-9
1,100,3.6662312344465093e-16
1,100,9.001526279917016e-8
1,100,5.685940163147052e-9
1,100,1.241003104723859e-7
1,100,1.8237227862854394e-13
1,100,1.1548943135153422e-8
1,100,9.575490622637517e-9
1,100,1.7100107996270708e-8
1,100,1.855931857849824e-12
1,100,8.72031158394293e-9
2,1,0.6827539801597595
2,1,0.6337447166442871
2,1,0.6204447150230408
2,1,0.6827539205551147
2,1,0.5952434539794922
2,1,0.5952434539794922
2,1,0.5538197159767151
2,1,0.5952443480491638
2,1,0.6486342549324036
2,1,0.5552477836608887
2,1,0.6486343145370483
2,1,0.6543934345245361
2,1,0.6486342549324036
2,1,0.595243513584137
2,1,0.5952434539794922
2,2,0.2903327941894531
2,2,0.3428788483142853
2,2,0.3969169557094574
2,2,0.6827539801597595
2,2,0.43081435561180115
2,2,0.3778601586818695
2,2,0.4027554988861084
2,2,0.3643275201320648
2,2,0.6827539205551147
2,2,0.4282057583332062
2,2,0.2661662995815277
2,2,0.40503135323524475
2,2,0.4050496220588684
2,2,0.30835604667663574
2,2,0.27544161677360535
2,3,0.1725105494260788
2,3,0.2219618260860443
2,3,0.21504926681518555
2,3,0.19069121778011322
2,3,0.21544833481311798
2,3,0.18047107756137848
2,3,0.1652187556028366
2,3,0.1555813103914261
2,3,0.23737302422523499
2,3,0.20431581139564514
2,3,0.15159016847610474
2,3,0.24104627966880798
2,3,0.25816330313682556
2,3,0.14893482625484467
2,3,0.18568888306617737
2,4,0.09198611229658127
2,4,0.18332238495349884
2,4,0.10315956920385361
2,4,0.08579648286104202
2,4,0.14049477875232697
2,4,0.13102473318576813
2,4,0.1815584897994995
2,4,0.16017571091651917
2,4,0.16916801035404205
2,4,0.22482304275035858
2,4,0.10849107801914215
2,4,0.1723499298095703
2,4,0.13082601130008698
2,4,0.08434353023767471
2,4,0.17366738617420197
2,5,0.09148195385932922
2,5,0.038020964711904526
2,5,0.15823784470558167
2,5,0.07878977060317993
2,5,0.20307426154613495
2,5,0.11525695025920868
2,5,0.1037152111530304
2,5,0.045605774968862534
2,5,0.1673317700624466
2,5,0.10775038599967957
2,5,0.03442046046257019
2,5,0.12055986374616623
2,5,0.08966029435396194
2,5,0.20305560529232025
2,5,0.08928585052490234
2,10,0.04829438030719757
2,10,3.0880721169523895e-5
2,10,0.05593208223581314
2,10,0.06476110219955444
2,10,0.029497498646378517
2,10,0.019537849351763725
2,10,1.9671913469210267e-4
2,10,0.06488514691591263
2,10,0.024682803079485893
2,10,0.053792815655469894
2,10,0.025665437802672386
2,10,0.04674030467867851
2,10,0.18604759871959686
2,10,2.0653271349146962e-4
2,10,0.02140583097934723
2,15,3.601932985475287e-5
2,15,1.5963356418069452e-4
2,15,4.079801874468103e-5
2,15,0.01708841696381569
2,15,1.5927557251416147e-4
2,15,0.02461850643157959
2,15,0.004716183058917522
2,15,0.02135525271296501
2,15,3.8074300391599536e-5
2,15,4.23217898060102e-5
2,15,3.282532634329982e-5
2,15,2.857559302356094e-4
2,15,2.469652972649783e-4
2,15,1.857034076238051e-4
2,15,0.06759241223335266
2,20,8.053253986872733e-5
2,20,1.3856154691893607e-4
2,20,1.7205631593242288e-4
2,20,6.226354162208736e-5
2,20,3.608945553423837e-5
2,20,1.647670433158055e-4
2,20,1.837144372984767e-4
2,20,1.3079015479888767e-4
2,20,3.978087261202745e-5
2,20,5.369033169699833e-5
2,20,1.528123248135671e-4
2,20,1.9317334226798266e-4
2,20,1.3157598732504994e-4
2,20,0.02148594707250595
2,20,1.4780859055463225e-4
2,30,0.00013847742229700089
2,30,1.4705602370668203e-4
2,30,1.261279103346169e-4
2,30,1.6742816660553217e-4
2,30,5.1067083404632285e-5
2,30,5.0205686420667917e-5
2,30,1.5638896729797125e-4
2,30,2.2595480550080538e-4
2,30,1.2612318096216768e-4
2,30,1.9270576012786478e-4
2,30,1.1354439629940316e-4
2,30,0.06642228364944458
2,30,1.2903152673970908e-4
2,30,0.02093188278377056
2,30,3.064933844143525e-5
2,40,2.0437873899936676e-4
2,40,1.0420980106573552e-4
2,40,1.2317152868490666e-4
2,40,1.9961735233664513e-4
2,40,3.9615948480786756e-5
2,40,0.02594842202961445
2,40,1.5260280633810908e-4
2,40,2.103311417158693e-4
2,40,1.7729712999425828e-4
2,40,1.2639464694075286e-4
2,40,9.98607647488825e-5
2,40,4.272111618774943e-5
2,40,1.0155889322049916e-4
2,40,9.166989184450358e-5
2,40,6.725052662659436e-5
2,50,1.318439608439803e-4
2,50,1.253040536539629e-4
2,50,1.2977897131349891e-4
2,50,1.3813763507641852e-4
2,50,1.226503518410027e-4
2,50,1.0640844993758947e-4
2,50,1.1165539763169363e-4
2,50,5.041624899604358e-5
2,50,1.1868294677697122e-4
2,50,1.3295352982822806e-4
2,50,1.672161597525701e-4
2,50,3.223879321012646e-5
2,50,4.3229600123595446e-5
2,50,1.9066747336182743e-4
2,50,9.843883162830025e-5
2,75,8.255039574578404e-5
2,75,1.1199135042261332e-4
2,75,2.9433031158987433e-5
2,75,1.1716822336893529e-4
2,75,1.048795020324178e-4
2,75,3.305593054392375e-5
2,75,1.131094031734392e-4
2,75,4.677121978602372e-5
2,75,6.772317283321172e-5
2,75,1.1571266804821789e-4
2,75,9.991114347940311e-5
2,75,1.2460364087019116e-4
2,75,9.700918599264696e-5
2,75,6.947296787984669e-5
2,75,5.385601980378851e-5
2,100,1.2146681547164917e-4
2,100,3.227375782444142e-5
2,100,1.0086801194120198e-4
2,100,8.426010754192248e-5
2,100,4.855376755585894e-5
2,100,3.170151467202231e-5
2,100,1.2016415712423623e-4
2,100,6.021823355695233e-5
2,100,6.883801688672975e-5
2,100,1.0408888920210302e-4
2,100,5.601923476206139e-5
2,100,3.8596201193286106e-5
2,100,4.1868421249091625e-5
2,100,3.688998913276009e-5
2,100,7.913950685178861e-5
3,1,0.6176254749298096
3,1,0.6859281063079834
3,1,0.6467697024345398
3,1,0.6207029819488525
3,1,0.5596017241477966
3,1,0.553824245929718
3,1,0.6859201192855835
3,1,0.685930073261261
3,1,0.6486342549324036
3,1,0.6859297752380371
3,1,0.6486342549324036
3,1,0.6467714905738831
3,1,0.5538221597671509
3,1,0.595268726348877
3,1,0.5952683091163635
3,1,0.5766335725784302
3,2,0.2534818649291992
3,2,0.4028727412223816
3,2,0.3779776692390442
3,2,0.24236835539340973
3,2,0.2060026228427887
3,2,0.3476005792617798
3,2,0.325101763010025
3,2,0.3823413848876953
3,2,0.26289641857147217
3,2,0.4253805875778198
3,2,0.28769373893737793
3,2,0.3597463369369507
3,2,0.2726840078830719
3,2,0.3412071466445923
3,2,0.40625664591789246
3,3,0.21106809377670288
3,3,0.2056078463792801
3,3,0.21343299746513367
3,3,0.2216222882270813
3,3,0.19676406681537628
3,3,0.14183011651039124
3,3,0.35104289650917053
3,3,0.17204517126083374
3,3,0.18995794653892517
3,3,0.15928292274475098
3,3,0.10032239556312561
3,3,0.1577443927526474
3,3,0.3172074258327484
3,3,0.18687114119529724
3,3,0.6827539205551147
3,4,0.11046342551708221
3,4,0.06631556153297424
3,4,0.20750877261161804
3,4,0.08730792999267578
3,4,0.1148175522685051
3,4,0.07703065872192383
3,4,0.11055169254541397
3,4,0.2007010281085968
3,4,0.08922404050827026
3,4,0.09456214308738708
3,4,0.13367179036140442
3,4,0.014255501329898834
3,4,0.21282926201820374
3,4,0.10819543898105621
3,4,0.6827539801597595
3,5,0.20183488726615906
3,5,0.027656791731715202
3,5,0.12049612402915955
3,5,0.016448181122541428
3,5,0.08188848197460175
3,5,0.13701653480529785
3,5,0.11634529381990433
3,5,0.10135729610919952
3,5,0.15761247277259827
3,5,0.10049456357955933
3,5,0.19582387804985046
3,5,0.1398175060749054
3,5,0.06296245753765106
3,5,0.07114114612340927
3,5,0.10547830909490585
3,10,6.712981848977506e-4
3,10,1.700830034678802e-4
3,10,7.440461777150631e-4
3,10,3.7328027246985584e-05
3,10,3.500750244711526e-5
3,10,4.483629891183227e-5
3,10,0.012411165982484818
3,10,6.689214933430776e-5
3,10,4.5538741687778383e-5
3,10,4.649953916668892e-5
3,10,1.647641183808446e-4
3,10,3.010396030731499e-4
3,10,5.562896694755182e-5
3,10,1.4231429668143392e-4
3,10,9.768002928467467e-5
3,15,5.546875763684511e-5
3,15,4.337082646088675e-5
3,15,5.1788465498248115e-5
3,15,2.726178790908307e-4
3,15,1.0993600153597072e-4
3,15,1.9585448899306357e-4
3,15,0.006661883555352688
3,15,0.0038028904236853123
3,15,2.479339309502393e-4
3,15,4.231811544741504e-5
3,15,0.0026544653810560703
3,15,6.673214375041425e-5
3,15,7.054285379126668e-5
3,15,3.703119000419974e-5
3,15,6.515308632515371e-5
3,20,3.8108824810478836e-5
3,20,1.4906461001373827e-4
3,20,2.5209496379829943e-4
3,20,4.466992322704755e-5
3,20,5.261258775135502e-5
3,20,3.6471396015258506e-5
3,20,1.924699026858434e-4
3,20,1.7226621275767684e-4
3,20,3.414081293158233e-4
3,20,1.8845104204956442e-4
3,20,3.821014615823515e-5
3,20,2.927769091911614e-4
3,20,5.011390749132261e-5
3,20,1.0350067168474197e-4
3,20,4.6247849240899086e-5
3,30,1.5938130673021078e-4
3,30,1.6622104158159345e-4
3,30,5.133943341206759e-5
3,30,1.906423713080585e-4
3,30,5.329454143065959e-5
3,30,1.5415529196616262e-4
3,30,3.428455238463357e-5
3,30,5.642628821078688e-5
3,30,1.2143291678512469e-4
3,30,3.2352869311580434e-5
3,30,3.325913712615147e-5
3,30,9.382324060425162e-5
3,30,1.987387367989868e-4
3,30,3.47579043591395e-5
3,30,2.3678694560658187e-4
3,40,1.305041223531589e-4
3,40,1.694184757070616e-4
3,40,1.1624778562691063e-4
3,40,3.989290416939184e-5
3,40,1.8011619977187365e-4
3,40,4.7869943955447525e-5
3,40,1.0022131755249575e-4
3,40,1.2461567530408502e-4
3,40,7.405890937661752e-5
3,40,3.9422084228135645e-5
3,40,7.588031439809129e-5
3,40,5.966960088699125e-5
3,40,1.253641239600256e-4
3,40,1.5590885595884174e-4
3,40,2.9858003836125135e-4
3,50,3.312137414468452e-5
3,50,3.050596387765836e-5
3,50,3.497405123198405e-5
3,50,7.498625927837566e-5
3,50,7.26080616004765e-5
3,50,1.222614519065246e-4
3,50,1.583299454068765e-4
3,50,8.660105959279463e-5
3,50,1.1765729868784547e-4
3,50,6.174168811412528e-5
3,50,4.630139665096067e-5
3,50,4.802866533282213e-5
3,50,3.7917052395641804e-5
3,50,5.416756175691262e-5
3,50,4.107017593923956e-5
3,75,4.367701694718562e-5
3,75,3.428527998039499e-5
3,75,1.1459079541964456e-4
3,75,3.967032898799516e-5
3,75,8.440684177912772e-5
3,75,8.549989433959126e-5
3,75,9.720853267936036e-5
3,75,3.786958404816687e-5
3,75,3.672822276712395e-5
3,75,3.0517339837388135e-5
3,75,9.840085840551183e-5
3,75,1.644547883188352e-4
3,75,4.495590474107303e-5
3,75,3.8659836718579754e-5
3,75,3.177537291776389e-5
3,100,3.1284511351259425e-5
3,100,3.362749339430593e-5
3,100,3.0069071726757102e-5
3,100,6.90384185872972e-5
3,100,3.2338644814444706e-5
3,100,2.89674753730651e-5
3,100,3.2200907298829406e-05
3,100,1.1280066246399656e-4
3,100,4.932274896418676e-5
3,100,2.90093357762089e-5
3,100,3.476375786704011e-5
3,100,6.069369555916637e-5
3,100,4.029664341942407e-5
3,100,3.143880167044699e-5
3,100,8.48325144033879e-5
